C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_32_540.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_32_540.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_32_540.jpg, 0, 0, 0, 7.807346E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_32_643.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_32_643.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_32_643.jpg, 0, 0, 0, 7.928343E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_32_744.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_32_744.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_32_744.jpg, 0, 0, 0, 7.832775E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_32_846.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_32_846.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_32_846.jpg, 0, 0, 0, 7.825343E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_32_948.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_32_948.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_32_948.jpg, 0, 0, 0, 7.813101E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_051.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_051.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_051.jpg, 0, 0, 0, 7.812855E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_153.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_153.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_153.jpg, 0, 0, 0, 8.01631E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_252.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_252.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_252.jpg, 0, 0, 0, 7.847701E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_354.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_354.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_354.jpg, 0, 0, 0, 7.821995E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_457.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_457.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_457.jpg, 0, 0, 0, 7.786279E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_559.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_559.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_559.jpg, 0, 0, 0, 7.786899E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_661.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_661.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_661.jpg, 0, 0, 0, 7.838571E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_764.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_764.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_764.jpg, 0, 0, 0, 7.919245E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_867.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_867.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_867.jpg, 0, 0, 0, 7.774652E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_33_967.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_33_967.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_33_967.jpg, 0, 0, 0, 7.84628E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_079.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_079.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_079.jpg, 0, 0, 0, 7.990427E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_185.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_185.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_185.jpg, 0, 0, 0, 7.869767E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_288.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_288.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_288.jpg, 0, 0, 0, 7.81843E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_389.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_389.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_389.jpg, 0, 0, 0, 7.842982E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_490.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_490.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_490.jpg, 0, 0, 0, 7.888594E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_592.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_592.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_592.jpg, 0, 0, 0, 7.831111E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_693.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_693.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_693.jpg, 0, 0, 0, 7.781739E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_793.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_793.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_793.jpg, 0, 0, 0, 7.843388E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_896.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_896.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_896.jpg, 0, 0, 0, 8.334191E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_34_998.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_34_998.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_34_998.jpg, 0, 0, 0, 7.767488E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_101.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_101.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_101.jpg, 0, 0, 0, 7.819125E-05
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_206.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_206.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_206.jpg, 0, 0.09049679, 0, 0.03843368
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_309.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_309.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_309.jpg, 0, 0.3859932, 0, 0.3863198
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_412.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_412.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_412.jpg, 0, 0.6884189, 0, 0.9900497
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_513.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_513.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_513.jpg, 0, 0.9821579, 0, 2.098246
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_614.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_614.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_614.jpg, -0.09852479, 1, 0, 3.27752
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_716.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_716.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_716.jpg, -0.2317632, 1, 0, 4.668728
C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\center_2021_03_01_22_39_35_818.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\left_2021_03_01_22_39_35_818.jpg, C:\Users\hakki\OneDrive\Desktop\SelfDrive\IMG\right_2021_03_01_22_39_35_818.jpg, 0, 1, 0, 5.825405
